List,SubList,ListLength,ID,RootIdentifier,word,disambiguation,wordPlusDisamb,subjCode,rating
B,20,25,1366,7,aroma,,aroma,BL17,0
B,20,25,624,19,boiling,,boiling,BL17,1
B,20,25,636,NA,broad,,broad,BL17,0
B,20,25,1599,245,clicking,,clicking,BL17,3
B,20,25,1400,51,crag,,crag,BL17,0
B,20,25,1408,61,curl,,curl,BL17,0
B,20,25,1649,NA,deck,,deck,BL17,-5
B,20,25,1073,NA,disease,,disease,BL17,0
B,20,25,1348,NA,divine,,divine,BL17,-2
B,20,25,1199,85,freeze,,freeze,BL17,0
B,20,25,1222,NA,lip,,lip,BL17,0
B,20,25,787,123,lumpy,,lumpy,BL17,2
B,20,25,843,159,pulsing,,pulsing,BL17,4
B,20,25,848,NA,putrid,,putrid,BL17,-1
B,20,25,1281,NA,real,,real,BL17,0
B,20,25,1725,NA,rise,,rise,BL17,0
B,20,25,1495,169,roast,,roast,BL17,0
B,20,25,1574,NA,scrap,,scrap,BL17,-2
B,20,25,972,NA,warm,,warm,BL17,1
B,20,25,1546,232,whine,,whine,BL17,2
B,20,25,981,NA,wide,,wide,BL17,-1
D,6,26,608,10,barbecued,,barbecued,BL170,5
D,6,26,622,18,blotchy,,blotchy,BL170,2
D,6,26,1284,NA,bogus,,bogus,BL170,3
D,6,26,1645,NA,consequence,,consequence,BL170,0
D,6,26,668,49,cooing,,cooing,BL170,4
D,6,26,1140,NA,court,,court,BL170,0
D,6,26,1307,NA,discreet,,discreet,BL170,5
D,6,26,1672,NA,factory,,factory,BL170,3
D,6,26,1197,NA,float,,float,BL170,3
D,6,26,1198,NA,flow,,flow,BL170,3
D,6,26,1066,NA,fun,,fun,BL170,2
D,6,26,1305,NA,gallant,,gallant,BL170,3
D,6,26,1426,90,giggle,,giggle,BL170,5
D,6,26,735,91,glamorous,,glamorous,BL170,5
D,6,26,1445,111,honey,,honey,BL170,0
D,6,26,1617,250,hum,,hum,BL170,-2
D,6,26,780,120,leathery,,leathery,BL170,5
D,6,26,1059,NA,past,,past,BL170,0
D,6,26,1923,276,produce,,produce,BL170,0
D,6,26,1488,160,purr,,purr,BL170,3
D,6,26,1607,252,roaring,,roaring,BL170,5
D,6,26,900,NA,small,,small,BL170,5
D,6,26,910,NA,sonorous,,sonorous,BL170,0
D,6,26,1134,NA,steal,,steal,BL170,0
D,6,26,984,NA,wizened,,wizened,BL170,-1
D,6,26,1588,NA,yawn,,yawn,BL170,3
B,51,25,1621,256,administration,,administration,BL171,0
B,51,25,1278,NA,born,,born,BL171,-4
B,51,25,1123,NA,bullet,,bullet,BL171,-1
B,51,25,1557,245,click,,click,BL171,5
B,51,25,665,NA,compact,,compact,BL171,-2
B,51,25,1404,55,crease,,crease,BL171,0
B,51,25,1309,NA,defense,,defense,BL171,2
B,51,25,709,72,feverish,,feverish,BL171,0
B,51,25,726,85,freezing,,freezing,BL171,2
B,51,25,1604,248,grinding,,grinding,BL171,3
B,51,25,1092,NA,hang,,hang,BL171,2
B,51,25,1227,NA,lung,,lung,BL171,0
B,51,25,1942,304,meet,,meet,BL171,0
B,51,25,795,129,meowing,,meowing,BL171,4
B,51,25,1606,251,metallic,,metallic,BL171,1
B,51,25,1850,NA,pair,,pair,BL171,-5
B,51,25,1925,279,refrigerate,,refrigerate,BL171,1
B,51,25,1723,280,relation,,relation,BL171,0
B,51,25,889,NA,short,,short,BL171,4
B,51,25,1517,197,snort,,snort,BL171,4
B,51,25,918,205,spilling,,spilling,BL171,1
B,51,25,953,221,thumping,,thumping,BL171,3
B,51,25,974,NA,weak,,weak,BL171,2
B,51,25,1543,229,weight,,weight,BL171,-1
B,51,25,1550,236,wool,,wool,BL171,-4
D,2,26,1355,NA,belief,,belief,BL172,1
D,2,26,1109,NA,bother,,bother,BL172,1
D,2,26,1781,NA,claim,,claim,BL172,0
D,2,26,1213,NA,correct,,correct,BL172,0
D,2,26,1405,56,crinkle,,crinkle,BL172,5
D,2,26,1139,NA,enemy,,enemy,BL172,2
D,2,26,1208,NA,fire,,fire,BL172,-2
D,2,26,716,79,flickering,,flickering,BL172,2
D,2,26,774,116,jammy,,jammy,BL172,0
D,2,26,781,121,lemony,,lemony,BL172,2
D,2,26,783,NA,lithe,,lithe,BL172,1
D,2,26,1468,139,murk,,murk,BL172,0
D,2,26,812,142,mushroomy,,mushroomy,BL172,0
D,2,26,1849,307,owner,,owner,BL172,0
D,2,26,827,148,painful,,painful,BL172,1
D,2,26,1850,NA,pair,,pair,BL172,0
D,2,26,1485,157,prick,,prick,BL172,1
D,2,26,1862,NA,problem,,problem,BL172,1
D,2,26,1102,NA,regret,,regret,BL172,3
D,2,26,1030,NA,sea,,sea,BL172,-4
D,2,26,882,184,shadowy,,shadowy,BL172,0
D,2,26,1515,193,slush,,slush,BL172,3
D,2,26,1145,NA,three,,three,BL172,0
D,2,26,957,224,tingly,,tingly,BL172,5
D,2,26,986,NA,tower,,tower,BL172,4
D,2,26,1005,NA,woman,,woman,BL172,0
B,2,26,815,144,musty,(as in smell),musty(as in smell),BL173,2
B,2,26,1190,NA,fly,"(verb, as in through the sky)","fly(verb, as in through the sky)",BL173,4
B,2,26,1347,NA,aloof,,aloof,BL173,-3
B,2,26,1763,NA,amateur,,amateur,BL173,-3
B,2,26,1367,8,ash,,ash,BL173,0
B,2,26,1289,NA,asinine,,asinine,BL173,0
B,2,26,1554,243,chirp,,chirp,BL173,5
B,2,26,1392,42,clamor,,clamor,BL173,4
B,2,26,1140,NA,court,,court,BL173,0
B,2,26,685,NA,damp,,damp,BL173,3
B,2,26,1411,64,dazzle,,dazzle,BL173,2
B,2,26,1799,NA,device,,device,BL173,0
B,2,26,1916,266,excite,,excite,BL173,2
B,2,26,762,NA,hollow,,hollow,BL173,-3
B,2,26,1009,NA,hour,,hour,BL173,0
B,2,26,1605,250,humming,,humming,BL173,4
B,2,26,1939,298,invent,,invent,BL173,-1
B,2,26,994,NA,jail,,jail,BL173,0
B,2,26,799,130,minty,,minty,BL173,0
B,2,26,1568,NA,munch,,munch,BL173,4
B,2,26,1481,153,pepper,,pepper,BL173,2
B,2,26,1269,NA,resent,,resent,BL173,0
B,2,26,928,210,stinging,,stinging,BL173,0
B,2,26,931,NA,straight,,straight,BL173,3
B,2,26,1894,NA,treat,,treat,BL173,0
B,2,26,964,NA,uneven,,uneven,BL173,-5
A,23,25,1629,NA,bank,(as in monetary institution),bank(as in monetary institution),BL174,-1
A,23,25,616,NA,bitter,,bitter,BL174,2
A,23,25,1086,NA,bomb,,bomb,BL174,3
A,23,25,1384,31,burst,,burst,BL174,3
A,23,25,1554,243,chirp,,chirp,BL174,2
A,23,25,1600,NA,coarse,,coarse,BL174,0
A,23,25,1399,50,crack,,crack,BL174,4
A,23,25,1064,NA,expect,,expect,BL174,-4
A,23,25,1241,NA,gander,,gander,BL174,-3
A,23,25,1167,NA,horn,,horn,BL174,-1
A,23,25,1703,NA,method,,method,BL174,0
A,23,25,802,NA,moist,,moist,BL174,1
A,23,25,1470,141,mush,,mush,BL174,3
A,23,25,1471,142,mushroom,,mushroom,BL174,0
A,23,25,1118,NA,panic,,panic,BL174,-4
A,23,25,1858,NA,poetry,,poetry,BL174,-2
A,23,25,1498,172,rumble,,rumble,BL174,2
A,23,25,875,178,scented,,scented,BL174,-3
A,23,25,897,191,slimy,,slimy,BL174,3
A,23,25,1580,NA,slurp,,slurp,BL174,4
A,23,25,903,NA,smooth,,smooth,BL174,2
A,23,25,914,201,sparkly,,sparkly,BL174,2
A,23,25,1891,NA,suspicion,,suspicion,BL174,0
A,23,25,1897,NA,type,,type,BL174,0
A,23,25,1005,NA,woman,,woman,BL174,-4
B,43,25,623,NA,blunt,,blunt,BL175,0
B,43,25,627,NA,brackish,,brackish,BL175,1
B,43,25,642,30,burnt,,burnt,BL175,-2
B,43,25,1398,49,coo,,coo,BL175,5
B,43,25,1787,NA,cotton,,cotton,BL175,0
B,43,25,1806,NA,factor,,factor,BL175,0
B,43,25,1917,268,fail,,fail,BL175,0
B,43,25,707,NA,fat,,fat,BL175,0
B,43,25,1013,NA,gift,,gift,BL175,-2
B,43,25,1563,NA,glare,,glare,BL175,1
B,43,25,1352,NA,ideal,,ideal,BL175,0
B,43,25,1074,NA,kill,,kill,BL175,0
B,43,25,1462,133,mold,,mold,BL175,1
B,43,25,1707,NA,muscle,,muscle,BL175,0
B,43,25,1943,306,oppose,,oppose,BL175,1
B,43,25,1948,312,reduce,,reduce,BL175,0
B,43,25,864,170,rotten,,rotten,BL175,0
B,43,25,1160,NA,seed,,seed,BL175,0
B,43,25,1062,NA,stupid,,stupid,BL175,0
B,43,25,1003,NA,teach,,teach,BL175,0
B,43,25,1587,NA,thrash,,thrash,BL175,1
B,43,25,1228,NA,treason,,treason,BL175,2
B,43,25,1201,NA,water,,water,BL175,0
B,43,25,983,235,wispy,,wispy,BL175,2
B,43,25,1157,NA,worm,,worm,BL175,0
B,19,25,1238,NA,arsenal,,arsenal,BL176,2
B,19,25,1368,9,bang,,bang,BL176,5
B,19,25,618,15,blaring,,blaring,BL176,5
B,19,25,628,22,branching,,branching,BL176,0
B,19,25,1391,41,citrus,,citrus,BL176,0
B,19,25,1402,53,creak,,creak,BL176,5
B,19,25,1792,NA,cure,,cure,BL176,-3
B,19,25,1205,67,dust,,dust,BL176,1
B,19,25,1660,NA,economy,,economy,BL176,0
B,19,25,1671,NA,fact,,fact,BL176,0
B,19,25,1345,NA,fuss,,fuss,BL176,1
B,19,25,1814,NA,god,,god,BL176,0
B,19,25,1022,NA,hero,,hero,BL176,3
B,19,25,1183,301,know,,know,BL176,1
B,19,25,1291,NA,legit,,legit,BL176,1
B,19,25,819,NA,noxious,,noxious,BL176,3
B,19,25,1717,275,primary,,primary,BL176,-1
B,19,25,1724,NA,republic,,republic,BL176,-2
B,19,25,856,200,resounding,,resounding,BL176,-2
B,19,25,1953,317,select,,select,BL176,0
B,19,25,1524,207,squeak,,squeak,BL176,5
B,19,25,1531,214,stripe,,stripe,BL176,4
B,19,25,1534,218,taper,,taper,BL176,-1
B,19,25,973,NA,waxy,,waxy,BL176,4
B,19,25,1549,235,wisp,,wisp,BL176,1
A,27,25,1909,257,arrange,,arrange,BL177,0
A,27,25,1632,NA,blame,,blame,BL177,0
A,27,25,648,36,cheesy,,cheesy,BL177,2
A,27,25,1644,NA,concept,,concept,BL177,-4
A,27,25,1343,NA,creed,,creed,BL177,0
A,27,25,1792,NA,cure,,cure,BL177,-1
A,27,25,1411,64,dazzle,,dazzle,BL177,4
A,27,25,1418,77,flavor,,flavor,BL177,-3
A,27,25,741,97,glowing,,glowing,BL177,1
A,27,25,1435,99,grain,,grain,BL177,0
A,27,25,749,102,gritty,,gritty,BL177,4
A,27,25,755,107,hairy,,hairy,BL177,2
A,27,25,757,NA,harsh,,harsh,BL177,3
A,27,25,994,NA,jail,,jail,BL177,0
A,27,25,1697,NA,load,,load,BL177,0
A,27,25,989,NA,machine,,machine,BL177,1
A,27,25,820,146,nutty,,nutty,BL177,3
A,27,25,1486,158,puff,,puff,BL177,2
A,27,25,844,NA,pungent,,pungent,BL177,4
A,27,25,1196,NA,sew,,sew,BL177,-3
A,27,25,1512,188,shriek,,shriek,BL177,4
A,27,25,1016,195,smoke,,smoke,BL177,1
A,27,25,1259,NA,strangle,,strangle,BL177,-1
A,27,25,1587,NA,thrash,,thrash,BL177,1
A,27,25,974,NA,weak,,weak,BL177,1
B,42,25,1364,5,anger,,anger,BL178,4
B,42,25,1767,NA,atom,,atom,BL178,1
B,42,25,1631,258,beginning,,beginning,BL178,1
B,42,25,1632,NA,blame,,blame,BL178,2
B,42,25,1304,NA,brazen,,brazen,BL178,1
B,42,25,632,NA,brilliant,,brilliant,BL178,4
B,42,25,673,53,creaking,,creaking,BL178,2
B,42,25,746,100,grassy,,grassy,BL178,1
B,42,25,1438,103,groan,,groan,BL178,2
B,42,25,1822,298,invention,,invention,BL178,3
B,42,25,776,118,juicy,,juicy,BL178,4
B,42,25,1233,NA,molasses,,molasses,BL178,0
B,42,25,1211,NA,mountain,,mountain,BL178,4
B,42,25,1857,NA,poet,,poet,BL178,3
B,42,25,855,164,reeking,,reeking,BL178,2
B,42,25,1876,NA,rent,,rent,BL178,-1
B,42,25,1498,172,rumble,,rumble,BL178,0
B,42,25,1030,NA,sea,,sea,BL178,-1
B,42,25,1506,182,sear,,sear,BL178,1
B,42,25,908,NA,soggy,,soggy,BL178,-1
B,42,25,1887,NA,strain,,strain,BL178,1
B,42,25,1889,NA,supper,,supper,BL178,1
B,42,25,1136,NA,war,,war,BL178,4
B,42,25,1756,NA,welfare,,welfare,BL178,0
B,42,25,1759,NA,worker,,worker,BL178,1
D,14,25,1786,NA,content,(as in stuff),content(as in stuff),BL179,0
D,14,25,1623,NA,aim,,aim,BL179,0
D,14,25,599,4,alcoholic,,alcoholic,BL179,0
D,14,25,1909,257,arrange,,arrange,BL179,0
D,14,25,655,41,citrusy,,citrusy,BL179,-2
D,14,25,1397,48,contour,,contour,BL179,2
D,14,25,1788,NA,council,,council,BL179,0
D,14,25,1407,59,crunch,,crunch,BL179,4
D,14,25,1240,NA,curb,,curb,BL179,-1
D,14,25,997,NA,difficult,,difficult,BL179,1
D,14,25,700,69,echoing,,echoing,BL179,1
D,14,25,1142,NA,few,,few,BL179,1
D,14,25,1130,NA,fool,,fool,BL179,0
D,14,25,1345,NA,fuss,,fuss,BL179,-2
D,14,25,1564,NA,glint,,glint,BL179,0
D,14,25,1434,98,goo,,goo,BL179,5
D,14,25,744,NA,gorgeous,,gorgeous,BL179,0
D,14,25,762,NA,hollow,,hollow,BL179,0
D,14,25,1267,NA,innocuous,,innocuous,BL179,-3
D,14,25,772,114,itchy,,itchy,BL179,2
D,14,25,808,NA,muggy,,muggy,BL179,2
D,14,25,838,155,polished,,polished,BL179,-1
D,14,25,1860,308,pressure,,pressure,BL179,3
D,14,25,1736,284,statement,,statement,BL179,-3
D,14,25,1529,212,storm,,storm,BL179,2
D,41,25,1116,NA,afraid,,afraid,BL18,0
D,41,25,629,23,breakable,,breakable,BL18,3
D,41,25,691,NA,deep,,deep,BL18,1
D,41,25,1914,264,distinct,,distinct,BL18,-1
D,41,25,728,86,frosty,,frosty,BL18,0
D,41,25,776,118,juicy,,juicy,BL18,3
D,41,25,1457,127,melody,,melody,BL18,4
D,41,25,1465,136,mud,,mud,BL18,0
D,41,25,821,147,odorous,,odorous,BL18,-1
D,41,25,1483,155,polish,,polish,BL18,2
D,41,25,1718,276,production,,production,BL18,2
D,41,25,844,NA,pungent,,pungent,BL18,-1
D,41,25,1871,NA,quick,,quick,BL18,3
D,41,25,852,NA,raucous,,raucous,BL18,1
D,41,25,1724,NA,republic,,republic,BL18,-1
D,41,25,860,168,rippled,,rippled,BL18,2
D,41,25,866,NA,rough,,rough,BL18,3
D,41,25,1727,NA,route,,route,BL18,0
D,41,25,1578,NA,slide,,slide,BL18,0
D,41,25,1523,206,spot,,spot,BL18,1
D,41,25,1310,NA,tact,,tact,BL18,2
D,41,25,1105,NA,threat,,threat,BL18,1
D,41,25,952,220,thudding,,thudding,BL18,2
D,41,25,1752,NA,view,,view,BL18,1
D,41,25,1753,NA,voluntary,,voluntary,BL18,2
A,33,25,1714,NA,pound,(as in unit of measurement),pound(as in unit of measurement),BL180,0
A,33,25,1238,NA,arsenal,,arsenal,BL180,5
A,33,25,638,NA,brunette,,brunette,BL180,5
A,33,25,1611,241,bubble,,bubble,BL180,0
A,33,25,657,42,clamorous,,clamorous,BL180,0
A,33,25,672,52,crashing,,crashing,BL180,3
A,33,25,682,60,crying,,crying,BL180,3
A,33,25,1796,NA,delight,,delight,BL180,0
A,33,25,1258,NA,favor,,favor,BL180,-3
A,33,25,1601,NA,fetid,,fetid,BL180,0
A,33,25,803,134,motionless,,motionless,BL180,-5
A,33,25,1569,NA,oink,,oink,BL180,5
A,33,25,834,NA,petite,,petite,BL180,4
A,33,25,843,159,pulsing,,pulsing,BL180,5
A,33,25,1875,312,reduction,,reduction,BL180,2
A,33,25,857,165,reverberating,,reverberating,BL180,-2
A,33,25,863,NA,roasting,,roasting,BL180,0
A,33,25,885,NA,sharp,,sharp,BL180,5
A,33,25,1272,NA,skedaddle,,skedaddle,BL180,0
A,33,25,1582,NA,sneeze,,sneeze,BL180,0
A,33,25,1026,NA,strength,,strength,BL180,4
A,33,25,1533,217,tang,,tang,BL180,0
A,33,25,1093,NA,throat,,throat,BL180,0
A,33,25,1228,NA,treason,,treason,BL180,-2
A,33,25,1759,NA,worker,,worker,BL180,5
A,30,25,694,66,downy,(as in feathers),downy(as in feathers),BL181,1
A,30,25,1046,NA,punch,(as in hit),punch(as in hit),BL181,1
A,30,25,1621,256,administration,,administration,BL181,-4
A,30,25,1116,NA,afraid,,afraid,BL181,0
A,30,25,617,NA,bland,,bland,BL181,0
A,30,25,1317,NA,brunt,,brunt,BL181,1
A,30,25,644,32,buttery,,buttery,BL181,0
A,30,25,1344,NA,casual,,casual,BL181,-2
A,30,25,1656,NA,dive,,dive,BL181,-1
A,30,25,1153,NA,father,,father,BL181,0
A,30,25,1422,82,fluff,,fluff,BL181,3
A,30,25,721,83,foamy,,foamy,BL181,0
A,30,25,1817,NA,harmony,,harmony,BL181,0
A,30,25,1446,112,howl,,howl,BL181,4
A,30,25,825,NA,orangey,,orangey,BL181,0
A,30,25,1070,NA,prize,,prize,BL181,1
A,30,25,1333,NA,pun,,pun,BL181,-3
A,30,25,879,180,screaming,,screaming,BL181,3
A,30,25,1884,NA,situation,,situation,BL181,0
A,30,25,1926,281,slave,,slave,BL181,-3
A,30,25,1893,NA,team,,team,BL181,0
A,30,25,1901,NA,vote,,vote,BL181,-2
A,30,25,1755,NA,waste,,waste,BL181,0
A,30,25,1079,NA,weapon,,weapon,BL181,-2
A,30,25,1150,NA,wife,,wife,BL181,1
A,51,25,1300,NA,prompt,(as in on time),prompt(as in on time),BL182,3
A,51,25,1060,NA,able,,able,BL182,0
A,51,25,1773,NA,brief,,brief,BL182,0
A,51,25,633,25,briny,,briny,BL182,1
A,51,25,653,NA,chubby,,chubby,BL182,3
A,51,25,670,50,crackling,,crackling,BL182,-1
A,51,25,1334,NA,deem,,deem,BL182,-3
A,51,25,692,NA,delicious,,delicious,BL182,5
A,51,25,1560,NA,flap,,flap,BL182,-1
A,51,25,1439,104,growl,,growl,BL182,3
A,51,25,1818,294,household,,household,BL182,3
A,51,25,1074,NA,kill,,kill,BL182,3
A,51,25,779,302,laughing,,laughing,BL182,5
A,51,25,784,NA,loose,,loose,BL182,-1
A,51,25,1266,NA,petticoat,,petticoat,BL182,3
A,51,25,1855,NA,plane,,plane,BL182,5
A,51,25,839,156,popping,,popping,BL182,-3
A,51,25,1494,168,ripple,,ripple,BL182,2
A,51,25,872,175,salty,,salty,BL182,5
A,51,25,1204,NA,sand,,sand,BL182,5
A,51,25,1885,NA,skirt,,skirt,BL182,2
A,51,25,1578,NA,slide,,slide,BL182,-5
A,51,25,1318,NA,snub,,snub,BL182,-2
A,51,25,1585,NA,squawk,,squawk,BL182,-3
A,51,25,1739,NA,substitute,,substitute,BL182,2
A,40,25,731,88,gamy,(as in hunted meat),gamy(as in hunted meat),BL183,1
A,40,25,1049,NA,account,,account,BL183,0
A,40,25,1620,255,addition,,addition,BL183,0
A,40,25,602,6,angular,,angular,BL183,1
A,40,25,1593,NA,bleating,,bleating,BL183,4
A,40,25,650,37,chewy,,chewy,BL183,1
A,40,25,1640,NA,city,,city,BL183,0
A,40,25,1785,290,construction,,construction,BL183,0
A,40,25,1405,56,crinkle,,crinkle,BL183,5
A,40,25,1185,NA,fear,,fear,BL183,0
A,40,25,1693,NA,interior,,interior,BL183,0
A,40,25,1453,121,lemon,,lemon,BL183,0
A,40,25,1340,NA,luck,,luck,BL183,1
A,40,25,1847,306,opposition,,opposition,BL183,0
A,40,25,831,152,peachy,,peachy,BL183,1
A,40,25,1252,NA,pork,,pork,BL183,0
A,40,25,868,171,rubbery,,rubbery,BL183,2
A,40,25,1952,316,satisfy,,satisfy,BL183,1
A,40,25,1927,282,social,,social,BL183,0
A,40,25,1525,208,squeal,,squeal,BL183,5
A,40,25,1200,NA,swell,,swell,BL183,2
A,40,25,1008,NA,target,,target,BL183,0
A,40,25,954,222,thunderous,,thunderous,BL183,3
A,40,25,961,NA,transparent,,transparent,BL183,0
A,40,25,1543,229,weight,,weight,BL183,0
C,20,25,661,44,cloying,(as in disgusting),cloying(as in disgusting),BL184,-2
C,20,25,1763,NA,amateur,,amateur,BL184,-1
C,20,25,604,7,aromatic,,aromatic,BL184,4
C,20,25,616,NA,bitter,,bitter,BL184,2
C,20,25,1109,NA,bother,,bother,BL184,1
C,20,25,664,46,colorful,,colorful,BL184,1
C,20,25,710,73,filthy,,filthy,BL184,3
C,20,25,718,NA,floral,,floral,BL184,1
C,20,25,1812,NA,fortune,,fortune,BL184,2
C,20,25,1436,101,grease,,grease,BL184,2
C,20,25,1137,NA,harm,,harm,BL184,-1
C,20,25,1566,NA,hump,,hump,BL184,3
C,20,25,810,139,murky,,murky,BL184,1
C,20,25,1301,NA,ominous,,ominous,BL184,2
C,20,25,1118,NA,panic,,panic,BL184,1
C,20,25,1487,159,pulse,,pulse,BL184,1
C,20,25,1263,NA,relief,,relief,BL184,0
C,20,25,1164,NA,rope,,rope,BL184,0
C,20,25,1499,173,rust,,rust,BL184,1
C,20,25,1204,NA,sand,,sand,BL184,1
C,20,25,1012,NA,sight,,sight,BL184,1
C,20,25,1312,NA,stubborn,,stubborn,BL184,3
C,20,25,1893,NA,team,,team,BL184,2
C,20,25,1544,230,whiff,,whiff,BL184,2
C,20,25,1906,NA,zero,,zero,BL184,0
B,25,25,1060,NA,able,,able,BL185,0
B,25,25,1372,14,biscuit,,biscuit,BL185,0
B,25,25,619,16,bleeping,,bleeping,BL185,4
B,25,25,1596,242,chiming,,chiming,BL185,2
B,25,25,1403,54,cream,,cream,BL185,0
B,25,25,1151,NA,husband,,husband,BL185,0
B,25,25,1826,300,kingdom,,kingdom,BL185,0
B,25,25,1454,122,lift,,lift,BL185,0
B,25,25,1697,NA,load,,load,BL185,0
B,25,25,1941,303,major,,major,BL185,1
B,25,25,1242,NA,mill,,mill,BL185,0
B,25,25,800,131,misty,,misty,BL185,4
B,25,25,808,NA,muggy,,muggy,BL185,3
B,25,25,1569,NA,oink,,oink,BL185,5
B,25,25,1479,151,pattern,,pattern,BL185,1
B,25,25,836,NA,plain,,plain,BL185,0
B,25,25,1865,NA,public,,public,BL185,0
B,25,25,1491,164,reek,,reek,BL185,2
B,25,25,861,NA,rippling,,rippling,BL185,2
B,25,25,1730,NA,shell,,shell,BL185,0
B,25,25,936,NA,sunny,,sunny,BL185,0
B,25,25,959,NA,tough,,tough,BL185,2
B,25,25,1895,NA,trial,,trial,BL185,0
B,25,25,965,150,unpalatable,,unpalatable,BL185,-1
B,25,25,1286,NA,west,,west,BL185,0
B,42,25,1364,5,anger,,anger,BL186,0
B,42,25,1767,NA,atom,,atom,BL186,0
B,42,25,1631,258,beginning,,beginning,BL186,0
B,42,25,1632,NA,blame,,blame,BL186,-1
B,42,25,1304,NA,brazen,,brazen,BL186,-1
B,42,25,632,NA,brilliant,,brilliant,BL186,0
B,42,25,673,53,creaking,,creaking,BL186,4
B,42,25,746,100,grassy,,grassy,BL186,-2
B,42,25,1438,103,groan,,groan,BL186,-1
B,42,25,1822,298,invention,,invention,BL186,0
B,42,25,776,118,juicy,,juicy,BL186,4
B,42,25,1233,NA,molasses,,molasses,BL186,0
B,42,25,1211,NA,mountain,,mountain,BL186,0
B,42,25,1857,NA,poet,,poet,BL186,0
B,42,25,855,164,reeking,,reeking,BL186,-3
B,42,25,1876,NA,rent,,rent,BL186,0
B,42,25,1498,172,rumble,,rumble,BL186,2
B,42,25,1030,NA,sea,,sea,BL186,1
B,42,25,1506,182,sear,,sear,BL186,3
B,42,25,908,NA,soggy,,soggy,BL186,1
B,42,25,1887,NA,strain,,strain,BL186,1
B,42,25,1889,NA,supper,,supper,BL186,-3
B,42,25,1136,NA,war,,war,BL186,0
B,42,25,1756,NA,welfare,,welfare,BL186,-3
B,42,25,1759,NA,worker,,worker,BL186,0
B,19,25,1238,NA,arsenal,,arsenal,BL187,-3
B,19,25,1368,9,bang,,bang,BL187,5
B,19,25,618,15,blaring,,blaring,BL187,3
B,19,25,628,22,branching,,branching,BL187,2
B,19,25,1391,41,citrus,,citrus,BL187,1
B,19,25,1402,53,creak,,creak,BL187,5
B,19,25,1792,NA,cure,,cure,BL187,-3
B,19,25,1205,67,dust,,dust,BL187,-4
B,19,25,1660,NA,economy,,economy,BL187,-4
B,19,25,1671,NA,fact,,fact,BL187,3
B,19,25,1345,NA,fuss,,fuss,BL187,-5
B,19,25,1814,NA,god,,god,BL187,0
B,19,25,1022,NA,hero,,hero,BL187,0
B,19,25,1183,301,know,,know,BL187,3
B,19,25,1291,NA,legit,,legit,BL187,4
B,19,25,819,NA,noxious,,noxious,BL187,3
B,19,25,1717,275,primary,,primary,BL187,1
B,19,25,1724,NA,republic,,republic,BL187,2
B,19,25,856,200,resounding,,resounding,BL187,4
B,19,25,1953,317,select,,select,BL187,0
B,19,25,1524,207,squeak,,squeak,BL187,5
B,19,25,1531,214,stripe,,stripe,BL187,0
B,19,25,1534,218,taper,,taper,BL187,1
B,19,25,973,NA,waxy,,waxy,BL187,-4
B,19,25,1549,235,wisp,,wisp,BL187,4
B,50,25,1539,225,tinkle,(as in sound),tinkle(as in sound),BL188,5
B,50,25,1954,NA,cast,"(noun, as in an arm cast)","cast(noun, as in an arm cast)",BL188,0
B,50,25,1311,NA,abide,,abide,BL188,0
B,50,25,1181,NA,breathe,,breathe,BL188,4
B,50,25,1191,NA,come,,come,BL188,3
B,50,25,1117,NA,danger,,danger,BL188,-3
B,50,25,686,NA,dank,,dank,BL188,0
B,50,25,733,NA,gigantic,,gigantic,BL188,4
B,50,25,1034,NA,leave,,leave,BL188,1
B,50,25,1054,NA,main,,main,BL188,2
B,50,25,789,124,malty,,malty,BL188,0
B,50,25,1059,NA,past,,past,BL188,2
B,50,25,1720,277,proportion,,proportion,BL188,1
B,50,25,1721,NA,quality,,quality,BL188,0
B,50,25,1263,NA,relief,,relief,BL188,5
B,50,25,858,166,rhythmic,,rhythmic,BL188,4
B,50,25,860,168,rippled,,rippled,BL188,3
B,50,25,1503,178,scent,,scent,BL188,-2
B,50,25,1184,194,smell,,smell,BL188,0
B,50,25,1927,282,social,,social,BL188,2
B,50,25,1335,NA,sullen,,sullen,BL188,-2
B,50,25,954,222,thunderous,,thunderous,BL188,4
B,50,25,1753,NA,voluntary,,voluntary,BL188,3
B,50,25,1754,NA,want,,want,BL188,1
B,50,25,1000,NA,week,,week,BL188,-2
A,41,25,1811,NA,firm,(as in a law firm),firm(as in a law firm),BL189,2
A,41,25,615,14,biscuity,(related to biscuits),biscuity(related to biscuits),BL189,3
A,41,25,1768,NA,attempt,,attempt,BL189,-4
A,41,25,1769,NA,background,,background,BL189,-2
A,41,25,1050,NA,champagne,,champagne,BL189,0
A,41,25,1597,243,chirping,,chirping,BL189,4
A,41,25,1043,NA,county,,county,BL189,-4
A,41,25,1409,62,curve,,curve,BL189,3
A,41,25,1804,293,engagement,,engagement,BL189,1
A,41,25,705,NA,faint,,faint,BL189,-3
A,41,25,724,84,forked,,forked,BL189,5
A,41,25,1021,NA,future,,future,BL189,3
A,41,25,750,103,groaning,,groaning,BL189,0
A,41,25,1183,301,know,,know,BL189,4
A,41,25,1701,NA,master,,master,BL189,2
A,41,25,821,147,odorous,,odorous,BL189,3
A,41,25,1870,NA,question,,question,BL189,2
A,41,25,1579,NA,slit,,slit,BL189,3
A,41,25,1515,193,slush,,slush,BL189,-3
